Size,ArrayType,Algorithm,K,Time_us
73400,Reversed,HybridMergeInsertionSort,15,20553
73400,Reversed,HybridMergeInsertionSort,20,20789
73400,Reversed,HybridMergeInsertionSort,30,20758
73400,Reversed,HybridMergeInsertionSort,50,23590
73500,Reversed,StandardMergeSort,0,48505
73500,Reversed,HybridMergeInsertionSort,5,23002
73500,Reversed,HybridMergeInsertionSort,10,20432
73500,Reversed,HybridMergeInsertionSort,15,20529
73500,Reversed,HybridMergeInsertionSort,20,20766
73500,Reversed,HybridMergeInsertionSort,30,21019
73500,Reversed,HybridMergeInsertionSort,50,23705
73600,Reversed,StandardMergeSort,0,42970
73600,Reversed,HybridMergeInsertionSort,5,23387
73600,Reversed,HybridMergeInsertionSort,10,20534
73600,Reversed,HybridMergeInsertionSort,15,20487
73600,Reversed,HybridMergeInsertionSort,20,20704
73600,Reversed,HybridMergeInsertionSort,30,20752
73600,Reversed,HybridMergeInsertionSort,50,23829
73700,Reversed,StandardMergeSort,0,43738
73700,Reversed,HybridMergeInsertionSort,5,29546
73700,Reversed,HybridMergeInsertionSort,10,20851
73700,Reversed,HybridMergeInsertionSort,15,21006
73700,Reversed,HybridMergeInsertionSort,20,21554
73700,Reversed,HybridMergeInsertionSort,30,26097
73700,Reversed,HybridMergeInsertionSort,50,23948
73800,Reversed,StandardMergeSort,0,44014
73800,Reversed,HybridMergeInsertionSort,5,23389
73800,Reversed,HybridMergeInsertionSort,10,20770
73800,Reversed,HybridMergeInsertionSort,15,20685
73800,Reversed,HybridMergeInsertionSort,20,20876
73800,Reversed,HybridMergeInsertionSort,30,20793
73800,Reversed,HybridMergeInsertionSort,50,23855
73900,Reversed,StandardMergeSort,0,43520
73900,Reversed,HybridMergeInsertionSort,5,23390
73900,Reversed,HybridMergeInsertionSort,10,20909
73900,Reversed,HybridMergeInsertionSort,15,20941
73900,Reversed,HybridMergeInsertionSort,20,21049
73900,Reversed,HybridMergeInsertionSort,30,21122
73900,Reversed,HybridMergeInsertionSort,50,24097
74000,Reversed,StandardMergeSort,0,43581
74000,Reversed,HybridMergeInsertionSort,5,23919
74000,Reversed,HybridMergeInsertionSort,10,20749
74000,Reversed,HybridMergeInsertionSort,15,20924
74000,Reversed,HybridMergeInsertionSort,20,20857
74000,Reversed,HybridMergeInsertionSort,30,20968
74000,Reversed,HybridMergeInsertionSort,50,23909
74100,Reversed,StandardMergeSort,0,43322
74100,Reversed,HybridMergeInsertionSort,5,23463
74100,Reversed,HybridMergeInsertionSort,10,20778
74100,Reversed,HybridMergeInsertionSort,15,20913
74100,Reversed,HybridMergeInsertionSort,20,21102
74100,Reversed,HybridMergeInsertionSort,30,21023
74100,Reversed,HybridMergeInsertionSort,50,23782
74200,Reversed,StandardMergeSort,0,43263
74200,Reversed,HybridMergeInsertionSort,5,23322
74200,Reversed,HybridMergeInsertionSort,10,20924
74200,Reversed,HybridMergeInsertionSort,15,20927
74200,Reversed,HybridMergeInsertionSort,20,21119
74200,Reversed,HybridMergeInsertionSort,30,21184
74200,Reversed,HybridMergeInsertionSort,50,24473
74300,Reversed,StandardMergeSort,0,43782
74300,Reversed,HybridMergeInsertionSort,5,23446
74300,Reversed,HybridMergeInsertionSort,10,21014
74300,Reversed,HybridMergeInsertionSort,15,21228
74300,Reversed,HybridMergeInsertionSort,20,21234
74300,Reversed,HybridMergeInsertionSort,30,21692
74300,Reversed,HybridMergeInsertionSort,50,24205
74400,Reversed,StandardMergeSort,0,43879
74400,Reversed,HybridMergeInsertionSort,5,23562
74400,Reversed,HybridMergeInsertionSort,10,20923
74400,Reversed,HybridMergeInsertionSort,15,20922
74400,Reversed,HybridMergeInsertionSort,20,21558
74400,Reversed,HybridMergeInsertionSort,30,21098
74400,Reversed,HybridMergeInsertionSort,50,25096
74500,Reversed,StandardMergeSort,0,43592
74500,Reversed,HybridMergeInsertionSort,5,23511
74500,Reversed,HybridMergeInsertionSort,10,20951
74500,Reversed,HybridMergeInsertionSort,15,20961
74500,Reversed,HybridMergeInsertionSort,20,21218
74500,Reversed,HybridMergeInsertionSort,30,21388
74500,Reversed,HybridMergeInsertionSort,50,24093
74600,Reversed,StandardMergeSort,0,45216
74600,Reversed,HybridMergeInsertionSort,5,24092
74600,Reversed,HybridMergeInsertionSort,10,21381
74600,Reversed,HybridMergeInsertionSort,15,21293
74600,Reversed,HybridMergeInsertionSort,20,21060
74600,Reversed,HybridMergeInsertionSort,30,21166
74600,Reversed,HybridMergeInsertionSort,50,24203
74700,Reversed,StandardMergeSort,0,43803
74700,Reversed,HybridMergeInsertionSort,5,23657
74700,Reversed,HybridMergeInsertionSort,10,21181
74700,Reversed,HybridMergeInsertionSort,15,21049
74700,Reversed,HybridMergeInsertionSort,20,21246
74700,Reversed,HybridMergeInsertionSort,30,21140
74700,Reversed,HybridMergeInsertionSort,50,24308
74800,Reversed,StandardMergeSort,0,44473
74800,Reversed,HybridMergeInsertionSort,5,23587
74800,Reversed,HybridMergeInsertionSort,10,21783
74800,Reversed,HybridMergeInsertionSort,15,21473
74800,Reversed,HybridMergeInsertionSort,20,21891
74800,Reversed,HybridMergeInsertionSort,30,21299
74800,Reversed,HybridMergeInsertionSort,50,24508
74900,Reversed,StandardMergeSort,0,43959
74900,Reversed,HybridMergeInsertionSort,5,23851
74900,Reversed,HybridMergeInsertionSort,10,21121
74900,Reversed,HybridMergeInsertionSort,15,21177
74900,Reversed,HybridMergeInsertionSort,20,21218
74900,Reversed,HybridMergeInsertionSort,30,21278
74900,Reversed,HybridMergeInsertionSort,50,24124
75000,Reversed,StandardMergeSort,0,44173
75000,Reversed,HybridMergeInsertionSort,5,24524
75000,Reversed,HybridMergeInsertionSort,10,21049
75000,Reversed,HybridMergeInsertionSort,15,21201
75000,Reversed,HybridMergeInsertionSort,20,21929
75000,Reversed,HybridMergeInsertionSort,30,21515
75000,Reversed,HybridMergeInsertionSort,50,24512
75100,Reversed,StandardMergeSort,0,44423
75100,Reversed,HybridMergeInsertionSort,5,23788
75100,Reversed,HybridMergeInsertionSort,10,21867
75100,Reversed,HybridMergeInsertionSort,15,21362
75100,Reversed,HybridMergeInsertionSort,20,21588
75100,Reversed,HybridMergeInsertionSort,30,21463
75100,Reversed,HybridMergeInsertionSort,50,25937
75200,Reversed,StandardMergeSort,0,58449
75200,Reversed,HybridMergeInsertionSort,5,33032
75200,Reversed,HybridMergeInsertionSort,10,42366
75200,Reversed,HybridMergeInsertionSort,15,35675
75200,Reversed,HybridMergeInsertionSort,20,43306
75200,Reversed,HybridMergeInsertionSort,30,34310
75200,Reversed,HybridMergeInsertionSort,50,26149
75300,Reversed,StandardMergeSort,0,47694
75300,Reversed,HybridMergeInsertionSort,5,24222
75300,Reversed,HybridMergeInsertionSort,10,22660
75300,Reversed,HybridMergeInsertionSort,15,21990
75300,Reversed,HybridMergeInsertionSort,20,21854
75300,Reversed,HybridMergeInsertionSort,30,21641
75300,Reversed,HybridMergeInsertionSort,50,25279
75400,Reversed,StandardMergeSort,0,44742
75400,Reversed,HybridMergeInsertionSort,5,24062
75400,Reversed,HybridMergeInsertionSort,10,21573
75400,Reversed,HybridMergeInsertionSort,15,23315
75400,Reversed,HybridMergeInsertionSort,20,21497
75400,Reversed,HybridMergeInsertionSort,30,21615
75400,Reversed,HybridMergeInsertionSort,50,25298
75500,Reversed,StandardMergeSort,0,45096
75500,Reversed,HybridMergeInsertionSort,5,24065
75500,Reversed,HybridMergeInsertionSort,10,21671
75500,Reversed,HybridMergeInsertionSort,15,21633
75500,Reversed,HybridMergeInsertionSort,20,21502
75500,Reversed,HybridMergeInsertionSort,30,21568
75500,Reversed,HybridMergeInsertionSort,50,24669
75600,Reversed,StandardMergeSort,0,45480
75600,Reversed,HybridMergeInsertionSort,5,23860
75600,Reversed,HybridMergeInsertionSort,10,21464
75600,Reversed,HybridMergeInsertionSort,15,21454
75600,Reversed,HybridMergeInsertionSort,20,21860
75600,Reversed,HybridMergeInsertionSort,30,21510
75600,Reversed,HybridMergeInsertionSort,50,24572
75700,Reversed,StandardMergeSort,0,45230
75700,Reversed,HybridMergeInsertionSort,5,23870
75700,Reversed,HybridMergeInsertionSort,10,21493
75700,Reversed,HybridMergeInsertionSort,15,21414
75700,Reversed,HybridMergeInsertionSort,20,22628
75700,Reversed,HybridMergeInsertionSort,30,22885
75700,Reversed,HybridMergeInsertionSort,50,24550
75800,Reversed,StandardMergeSort,0,44291
75800,Reversed,HybridMergeInsertionSort,5,23856
75800,Reversed,HybridMergeInsertionSort,10,21474
75800,Reversed,HybridMergeInsertionSort,15,21453
75800,Reversed,HybridMergeInsertionSort,20,21781
75800,Reversed,HybridMergeInsertionSort,30,21604
75800,Reversed,HybridMergeInsertionSort,50,24657
75900,Reversed,StandardMergeSort,0,44285
75900,Reversed,HybridMergeInsertionSort,5,23887
75900,Reversed,HybridMergeInsertionSort,10,21501
75900,Reversed,HybridMergeInsertionSort,15,21396
75900,Reversed,HybridMergeInsertionSort,20,21555
75900,Reversed,HybridMergeInsertionSort,30,21705
75900,Reversed,HybridMergeInsertionSort,50,24830
76000,Reversed,StandardMergeSort,0,44486
76000,Reversed,HybridMergeInsertionSort,5,23997
76000,Reversed,HybridMergeInsertionSort,10,21551
76000,Reversed,HybridMergeInsertionSort,15,21550
76000,Reversed,HybridMergeInsertionSort,20,21615
76000,Reversed,HybridMergeInsertionSort,30,21704
76000,Reversed,HybridMergeInsertionSort,50,25678
76100,Reversed,StandardMergeSort,0,45141
76100,Reversed,HybridMergeInsertionSort,5,24222
76100,Reversed,HybridMergeInsertionSort,10,21634
76100,Reversed,HybridMergeInsertionSort,15,21539
76100,Reversed,HybridMergeInsertionSort,20,21564
76100,Reversed,HybridMergeInsertionSort,30,22478
76100,Reversed,HybridMergeInsertionSort,50,25176
76200,Reversed,StandardMergeSort,0,44515
76200,Reversed,HybridMergeInsertionSort,5,23971
76200,Reversed,HybridMergeInsertionSort,10,21473
76200,Reversed,HybridMergeInsertionSort,15,21846
76200,Reversed,HybridMergeInsertionSort,20,22128
76200,Reversed,HybridMergeInsertionSort,30,21711
76200,Reversed,HybridMergeInsertionSort,50,25075
76300,Reversed,StandardMergeSort,0,44665
76300,Reversed,HybridMergeInsertionSort,5,24356
76300,Reversed,HybridMergeInsertionSort,10,22462
76300,Reversed,HybridMergeInsertionSort,15,21902
76300,Reversed,HybridMergeInsertionSort,20,22275
76300,Reversed,HybridMergeInsertionSort,30,22300
76300,Reversed,HybridMergeInsertionSort,50,25582
76400,Reversed,StandardMergeSort,0,45137
76400,Reversed,HybridMergeInsertionSort,5,24052
76400,Reversed,HybridMergeInsertionSort,10,21589
76400,Reversed,HybridMergeInsertionSort,15,21756
76400,Reversed,HybridMergeInsertionSort,20,21872
76400,Reversed,HybridMergeInsertionSort,30,22177
76400,Reversed,HybridMergeInsertionSort,50,25375
76500,Reversed,StandardMergeSort,0,45548
76500,Reversed,HybridMergeInsertionSort,5,24252
76500,Reversed,HybridMergeInsertionSort,10,21524
76500,Reversed,HybridMergeInsertionSort,15,21533
76500,Reversed,HybridMergeInsertionSort,20,21911
76500,Reversed,HybridMergeInsertionSort,30,21681
76500,Reversed,HybridMergeInsertionSort,50,25062
76600,Reversed,StandardMergeSort,0,44913
76600,Reversed,HybridMergeInsertionSort,5,24116
76600,Reversed,HybridMergeInsertionSort,10,21474
76600,Reversed,HybridMergeInsertionSort,15,21501
76600,Reversed,HybridMergeInsertionSort,20,21668
76600,Reversed,HybridMergeInsertionSort,30,21726
76600,Reversed,HybridMergeInsertionSort,50,24884
76700,Reversed,StandardMergeSort,0,44717
76700,Reversed,HybridMergeInsertionSort,5,24016
76700,Reversed,HybridMergeInsertionSort,10,21473
76700,Reversed,HybridMergeInsertionSort,15,21486
76700,Reversed,HybridMergeInsertionSort,20,21781
76700,Reversed,HybridMergeInsertionSort,30,22128
76700,Reversed,HybridMergeInsertionSort,50,25661
76800,Reversed,StandardMergeSort,0,45266
76800,Reversed,HybridMergeInsertionSort,5,25071
76800,Reversed,HybridMergeInsertionSort,10,21877
76800,Reversed,HybridMergeInsertionSort,15,21624
76800,Reversed,HybridMergeInsertionSort,20,21991
76800,Reversed,HybridMergeInsertionSort,30,22267
76800,Reversed,HybridMergeInsertionSort,50,25433
76900,Reversed,StandardMergeSort,0,45052
76900,Reversed,HybridMergeInsertionSort,5,24246
76900,Reversed,HybridMergeInsertionSort,10,21904
76900,Reversed,HybridMergeInsertionSort,15,21647
76900,Reversed,HybridMergeInsertionSort,20,22034
76900,Reversed,HybridMergeInsertionSort,30,22150
76900,Reversed,HybridMergeInsertionSort,50,26417
77000,Reversed,StandardMergeSort,0,45150
77000,Reversed,HybridMergeInsertionSort,5,24332
77000,Reversed,HybridMergeInsertionSort,10,21735
77000,Reversed,HybridMergeInsertionSort,15,21742
77000,Reversed,HybridMergeInsertionSort,20,21870
77000,Reversed,HybridMergeInsertionSort,30,21991
77000,Reversed,HybridMergeInsertionSort,50,25183
77100,Reversed,StandardMergeSort,0,44899
77100,Reversed,HybridMergeInsertionSort,5,24043
77100,Reversed,HybridMergeInsertionSort,10,21828
77100,Reversed,HybridMergeInsertionSort,15,22817
77100,Reversed,HybridMergeInsertionSort,20,22007
77100,Reversed,HybridMergeInsertionSort,30,21935
77100,Reversed,HybridMergeInsertionSort,50,25666
77200,Reversed,StandardMergeSort,0,45180
77200,Reversed,HybridMergeInsertionSort,5,24228
77200,Reversed,HybridMergeInsertionSort,10,21679
77200,Reversed,HybridMergeInsertionSort,15,21878
77200,Reversed,HybridMergeInsertionSort,20,22169
77200,Reversed,HybridMergeInsertionSort,30,21912
77200,Reversed,HybridMergeInsertionSort,50,25434
77300,Reversed,StandardMergeSort,0,45938
77300,Reversed,HybridMergeInsertionSort,5,24180
77300,Reversed,HybridMergeInsertionSort,10,22034
77300,Reversed,HybridMergeInsertionSort,15,21710
77300,Reversed,HybridMergeInsertionSort,20,22102
77300,Reversed,HybridMergeInsertionSort,30,22071
77300,Reversed,HybridMergeInsertionSort,50,25447
77400,Reversed,StandardMergeSort,0,46846
77400,Reversed,HybridMergeInsertionSort,5,24263
77400,Reversed,HybridMergeInsertionSort,10,21712
77400,Reversed,HybridMergeInsertionSort,15,22725
77400,Reversed,HybridMergeInsertionSort,20,23283
77400,Reversed,HybridMergeInsertionSort,30,22016
77400,Reversed,HybridMergeInsertionSort,50,25483
77500,Reversed,StandardMergeSort,0,45513
77500,Reversed,HybridMergeInsertionSort,5,24303
77500,Reversed,HybridMergeInsertionSort,10,21797
77500,Reversed,HybridMergeInsertionSort,15,21814
77500,Reversed,HybridMergeInsertionSort,20,22124
77500,Reversed,HybridMergeInsertionSort,30,22146
77500,Reversed,HybridMergeInsertionSort,50,25447
77600,Reversed,StandardMergeSort,0,45536
77600,Reversed,HybridMergeInsertionSort,5,24511
77600,Reversed,HybridMergeInsertionSort,10,22248
77600,Reversed,HybridMergeInsertionSort,15,22427
77600,Reversed,HybridMergeInsertionSort,20,22303
77600,Reversed,HybridMergeInsertionSort,30,22335
77600,Reversed,HybridMergeInsertionSort,50,25747
77700,Reversed,StandardMergeSort,0,45408
77700,Reversed,HybridMergeInsertionSort,5,24416
77700,Reversed,HybridMergeInsertionSort,10,23619
77700,Reversed,HybridMergeInsertionSort,15,22171
77700,Reversed,HybridMergeInsertionSort,20,22090
77700,Reversed,HybridMergeInsertionSort,30,22216
77700,Reversed,HybridMergeInsertionSort,50,25430
77800,Reversed,StandardMergeSort,0,45424
77800,Reversed,HybridMergeInsertionSort,5,24715
77800,Reversed,HybridMergeInsertionSort,10,21880
77800,Reversed,HybridMergeInsertionSort,15,21901
77800,Reversed,HybridMergeInsertionSort,20,22094
77800,Reversed,HybridMergeInsertionSort,30,22173
77800,Reversed,HybridMergeInsertionSort,50,25710
77900,Reversed,StandardMergeSort,0,45439
77900,Reversed,HybridMergeInsertionSort,5,24265
77900,Reversed,HybridMergeInsertionSort,10,21959
77900,Reversed,HybridMergeInsertionSort,15,21846
77900,Reversed,HybridMergeInsertionSort,20,22353
77900,Reversed,HybridMergeInsertionSort,30,22252
77900,Reversed,HybridMergeInsertionSort,50,25701
78000,Reversed,StandardMergeSort,0,45764
78000,Reversed,HybridMergeInsertionSort,5,24749
78000,Reversed,HybridMergeInsertionSort,10,21993
78000,Reversed,HybridMergeInsertionSort,15,21870
78000,Reversed,HybridMergeInsertionSort,20,22161
78000,Reversed,HybridMergeInsertionSort,30,22152
78000,Reversed,HybridMergeInsertionSort,50,25611
78100,Reversed,StandardMergeSort,0,45482
78100,Reversed,HybridMergeInsertionSort,5,24372
78100,Reversed,HybridMergeInsertionSort,10,21905
78100,Reversed,HybridMergeInsertionSort,15,22013
78100,Reversed,HybridMergeInsertionSort,20,22270
78100,Reversed,HybridMergeInsertionSort,30,22436
78100,Reversed,HybridMergeInsertionSort,50,25909
78200,Reversed,StandardMergeSort,0,46076
78200,Reversed,HybridMergeInsertionSort,5,24564
78200,Reversed,HybridMergeInsertionSort,10,22045
78200,Reversed,HybridMergeInsertionSort,15,22162
78200,Reversed,HybridMergeInsertionSort,20,22386
78200,Reversed,HybridMergeInsertionSort,30,22383
78200,Reversed,HybridMergeInsertionSort,50,25884
78300,Reversed,StandardMergeSort,0,45814
78300,Reversed,HybridMergeInsertionSort,5,25239
78300,Reversed,HybridMergeInsertionSort,10,22035
78300,Reversed,HybridMergeInsertionSort,15,22134
78300,Reversed,HybridMergeInsertionSort,20,22470
78300,Reversed,HybridMergeInsertionSort,30,22408
78300,Reversed,HybridMergeInsertionSort,50,25903
78400,Reversed,StandardMergeSort,0,45729
78400,Reversed,HybridMergeInsertionSort,5,24534
78400,Reversed,HybridMergeInsertionSort,10,22281
78400,Reversed,HybridMergeInsertionSort,15,22237
78400,Reversed,HybridMergeInsertionSort,20,22660
78400,Reversed,HybridMergeInsertionSort,30,22393
78400,Reversed,HybridMergeInsertionSort,50,25852
78500,Reversed,StandardMergeSort,0,45801
78500,Reversed,HybridMergeInsertionSort,5,24598
78500,Reversed,HybridMergeInsertionSort,10,22364
78500,Reversed,HybridMergeInsertionSort,15,22150
78500,Reversed,HybridMergeInsertionSort,20,22475
78500,Reversed,HybridMergeInsertionSort,30,22540
78500,Reversed,HybridMergeInsertionSort,50,25874
78600,Reversed,StandardMergeSort,0,45872
78600,Reversed,HybridMergeInsertionSort,5,24751
78600,Reversed,HybridMergeInsertionSort,10,22148
78600,Reversed,HybridMergeInsertionSort,15,22522
78600,Reversed,HybridMergeInsertionSort,20,22539
78600,Reversed,HybridMergeInsertionSort,30,22629
78600,Reversed,HybridMergeInsertionSort,50,25888
78700,Reversed,StandardMergeSort,0,46361
78700,Reversed,HybridMergeInsertionSort,5,25387
78700,Reversed,HybridMergeInsertionSort,10,22184
78700,Reversed,HybridMergeInsertionSort,15,22133
78700,Reversed,HybridMergeInsertionSort,20,22453
78700,Reversed,HybridMergeInsertionSort,30,22594
78700,Reversed,HybridMergeInsertionSort,50,25958
78800,Reversed,StandardMergeSort,0,45913
78800,Reversed,HybridMergeInsertionSort,5,24662
78800,Reversed,HybridMergeInsertionSort,10,22235
78800,Reversed,HybridMergeInsertionSort,15,22175
